user_id,user_name,user_contact,city_id,user_address
231,Patricia Mardhiyah,(0548) 446 9919,4,"Gg. Jend. A. Yani No. 4
Pagaralam, KT 06953"
232,Digdaya Santoso,086 902 6122,3,"Gg. Ahmad Dahlan No. 9
Jayapura, SU 82477"
233,Mala Suwarno,+62-22-292-1887,9,"Jalan Kapten Muslihat No. 7
Madiun, JT 48309"
234,Gilang Zulkarnain,+62 (18) 731-3107,7,"Gang Ciumbuleuit No. 872
Cimahi, Kalimantan Tengah 15123"
235,Umaya Maheswara,+62 (086) 096 7075,7,"Jl. Abdul Muis No. 996
Bandung, Sumatera Utara 23347"
236,Eluh Budiyanto,(0469) 161-2797,1,"Jalan Joyoboyo No. 567
Langsa, PB 68974"
237,Kenzie Yuniar,+62-005-087-0287,3,"Gang Kapten Muslihat No. 329
Bandar Lampung, SS 43330"
238,Galang Pratama,+62 (33) 396 8312,3,"Jl. Veteran No. 249
Sawahlunto, Sulawesi Barat 04833"
239,Chelsea Kusmawati,+62 (429) 581-3499,10,"Gg. Pacuan Kuda No. 87
Medan, PB 50319"
240,"Ophelia Megantara, S.Ked",+62-0478-458-8672,6,"Jl. Cihampelas No. 06
Batu, NB 24957"
241,Calista Saragih,+62 (0737) 942-9407,10,"Jl. Ronggowarsito No. 4
Banjarmasin, Kalimantan Barat 82094"
242,Shakila Nurdiyanti,+62-037-828-2101,1,"Jl. Jend. Sudirman No. 664
Bekasi, LA 97423"
243,Bagas Simbolon,+62-077-866-2040,5,"Jl. Rajawali Barat No. 7
Jayapura, Jawa Barat 30236"
244,Dt. Gading Damanik,+62 (98) 148 0526,3,"Jl. Cihampelas No. 7
Pariaman, Papua 56017"
245,"Sutan Kalim Sihombing, S.Pd",+62 (047) 906 8044,8,"Jalan Jend. A. Yani No. 071
Tasikmalaya, PA 41265"
246,Sutan Jamal Riyanti,+62 (097) 563 6164,3,"Jalan Indragiri No. 0
Kota Administrasi Jakarta Utara, Jambi 14249"
247,Samiah Padmasari,+62-45-399-6672,10,"Gang Suniaraja No. 4
Tomohon, JB 31518"
248,Gina Melani,+62 (043) 142 8585,8,"Jalan Merdeka No. 890
Bukittinggi, Lampung 03417"
249,Cakrawangsa Prabowo,084 605 8060,5,"Jl. Rumah Sakit No. 90
Pontianak, Maluku 24573"
250,Humaira Wibisono,+62-050-233-7639,2,"Gg. Stasiun Wonokromo No. 70
Pasuruan, Gorontalo 89277"
251,Maria Hutasoit,+62 (092) 673 3137,5,"Jl. Waringin No. 568
Tidore Kepulauan, JA 96050"
252,Cagak Dabukke,+62 (490) 329 9206,7,"Jl. Medokan Ayu No. 44
Cirebon, Jawa Barat 26323"
253,Samiah Mansur,+62-511-396-1180,5,"Jl. Kutai No. 017
Banda Aceh, Banten 68610"
254,Luwes Kusmawati,+62 (603) 010 3523,5,"Gang Setiabudhi No. 88
Pontianak, Sulawesi Selatan 33971"
255,Jumadi Tampubolon,+62-018-198-8708,8,"Jalan HOS. Cokroaminoto No. 96
Tanjungpinang, GO 62819"
256,"Karja Natsir, S.H.",+62-363-493-5916,10,"Gg. Joyoboyo No. 774
Surabaya, Sulawesi Utara 04814"
257,Bakiman Maryadi,+62-80-747-3813,4,"Jl. R.E Martadinata No. 8
Tarakan, SU 59645"
258,Yuni Mangunsong,(034) 977-7535,9,"Jl. Ir. H. Djuanda No. 9
Jambi, BA 03061"
259,R. Galang Suryono,(035) 878-8463,5,"Jalan Kapten Muslihat No. 59
Pariaman, KR 94074"
260,"Tgk. Jarwi Prakasa, M.Farm",+62 (314) 190 1819,9,"Jalan Pasteur No. 55
Sawahlunto, Sulawesi Tenggara 93360"
261,Gasti Uwais,+62 (510) 642-3240,8,"Gang Cempaka No. 42
Bima, JA 98160"
262,Yance Kusumo,+62 (42) 783 8827,4,"Gang Rungkut Industri No. 3
Meulaboh, NT 52655"
263,Asirwada Waluyo,+62 (169) 418-9387,4,"Jalan Moch. Ramdan No. 70
Kota Administrasi Jakarta Timur, KI 29251"
264,Icha Sinaga,+62 (17) 328-5150,3,"Gg. Monginsidi No. 072
Meulaboh, JB 21421"
265,Gawati Rajasa,+62-013-804-1121,4,"Gg. Kapten Muslihat No. 171
Mataram, Jambi 78859"
266,Gara Laksita,0855191243,1,"Gg. M.H Thamrin No. 3
Malang, YO 94025"
267,Cemplunk Hakim,+62 (97) 916-2187,8,"Gg. Ronggowarsito No. 95
Jambi, SS 91694"
268,Rendy Puspasari,(0665) 458 2134,1,"Jl. Lembong No. 36
Kendari, DI Yogyakarta 44707"
269,Heryanto Purnawati,+62-278-611-8008,2,"Jalan Kapten Muslihat No. 2
Solok, Sulawesi Utara 23335"
270,Halima Marpaung,+62 (835) 468 4964,1,"Gang Stasiun Wonokromo No. 83
Binjai, NT 55698"
271,"Puti Kasiyah Padmasari, S.Ked",0863771977,1,"Jl. Peta No. 2
Parepare, Jawa Tengah 80993"
272,Gadang Yuniar,(034) 375 0474,9,"Gg. HOS. Cokroaminoto No. 9
Kota Administrasi Jakarta Timur, SU 86802"
273,"Legawa Samosir, S.Pt",0835512106,4,"Gg. Kapten Muslihat No. 69
Kota Administrasi Jakarta Timur, SR 22446"
274,Ella Laksita,+62 (031) 567 3908,10,"Gang R.E Martadinata No. 0
Probolinggo, KB 99364"
275,Wakiman Megantara,+62 (0202) 213-4360,1,"Gg. Cikutra Barat No. 6
Surabaya, SU 19472"
276,"Warji Latupono, S.Psi",(018) 469-1192,1,"Jalan Kiaracondong No. 6
Balikpapan, RI 08762"
277,"dr. Langgeng Prasasta, S.E.I",(0114) 681-1668,9,"Gang Indragiri No. 508
Langsa, DI Yogyakarta 76578"
278,Ir. Ayu Uwais,0803745797,8,"Gang Jakarta No. 3
Gorontalo, JT 48396"
279,Drs. Nadia Tampubolon,084 662 6527,4,"Jalan K.H. Wahid Hasyim No. 9
Bukittinggi, Sulawesi Selatan 86413"
280,Malika Prakasa,+62 (10) 188-3521,10,"Gg. Dr. Djunjunan No. 34
Bekasi, Kalimantan Tengah 98879"
281,Mutia Halimah,+62 (906) 865-6057,8,"Jalan Rumah Sakit No. 76
Kota Administrasi Jakarta Barat, Aceh 13994"
282,Malik Permadi,+62 (09) 531 0523,6,"Gang Cihampelas No. 49
Bontang, Gorontalo 01932"
283,Usyi Kuswandari,083 663 7791,3,"Gang Rajawali Barat No. 74
Semarang, BE 64235"
284,Emas Widodo,+62 (0117) 537-3736,1,"Jl. H.J Maemunah No. 35
Bandar Lampung, Banten 64053"
285,"R. Zulfa Pradipta, S.Sos",(0295) 245 6948,7,"Gang Jakarta No. 3
Pariaman, BB 65653"
286,"Hafshah Thamrin, M.Pd",(0457) 346-2350,1,"Jalan BKR No. 031
Tanjungpinang, SG 30052"
287,Dartono Mustofa,(0781) 099 3931,9,"Gang Sukabumi No. 38
Medan, Jawa Tengah 86434"
288,"Fathonah Winarsih, S.Kom",(0498) 653 2920,3,"Gg. Pasteur No. 38
Batam, MA 01388"
289,Nadia Halim,+62 (21) 665 6684,6,"Gang Jakarta No. 3
Bandar Lampung, Kalimantan Timur 48120"
290,"Drs. Arta Safitri, S.I.Kom",(0012) 135-7283,3,"Gang S. Parman No. 65
Sibolga, KU 74205"
291,"Sutan Agus Ardianto, M.TI.",(0917) 557-7757,7,"Jl. Cikutra Barat No. 55
Surakarta, Maluku Utara 33435"
292,"R.A. Titi Hutapea, S.E.I",+62 (033) 272-4360,4,"Gang K.H. Wahid Hasyim No. 834
Bontang, KI 83376"
293,"Tantri Mansur, S.E.",+62 (68) 114 3862,3,"Jl. Jend. A. Yani No. 3
Tarakan, Sumatera Selatan 21453"
294,"Kasiyah Habibi, S.Psi",+62 (039) 356-9065,5,"Gang K.H. Wahid Hasyim No. 75
Banda Aceh, NB 96800"
295,"Raisa Pranowo, S.T.",(005) 103-7742,7,"Gang Antapani Lama No. 92
Tanjungbalai, BA 85197"
296,Ir. Anita Mustofa,+62 (089) 114 9403,5,"Gang Medokan Ayu No. 783
Balikpapan, KR 54298"
297,"Sutan Opan Pratama, S.Psi",081 430 4902,1,"Gg. Joyoboyo No. 175
Pekanbaru, Kalimantan Utara 71713"
298,"Gamblang Siregar, M.TI.",+62 (91) 549 7498,9,"Gang Pasteur No. 7
Bandung, NB 57196"
299,Nova Pradana,+62 (064) 985 8229,8,"Jl. Cihampelas No. 1
Malang, MA 81887"
300,"Bakiman Hasanah, S.Ked",+62 (418) 643 0989,8,"Jl. Dipatiukur No. 143
Manado, JI 72308"
301,H. Wasis Laksmiwati,(0220) 429-3135,3,"Gang Suniaraja No. 584
Pematangsiantar, Riau 18390"
302,Intan Nurdiyanti,+62 (0632) 630-6972,5,"Gang Joyoboyo No. 08
Subulussalam, KR 09577"
303,Cici Nainggolan,+62 (0316) 714-4937,6,"Gang Peta No. 7
Langsa, KR 25092"
304,Edison Suartini,+62 (72) 020-9438,1,"Jl. Asia Afrika No. 7
Bengkulu, Maluku Utara 98350"
305,R.M. Akarsana Rahayu,+62 (83) 945-8049,3,"Gg. Sukajadi No. 643
Bitung, Papua Barat 23536"
306,R.M. Atmaja Kuswandari,085 467 4076,7,"Jalan Ciumbuleuit No. 8
Cimahi, Riau 48272"
307,Bakti Situmorang,(071) 173-1115,2,"Gg. Suryakencana No. 78
Madiun, SU 23148"
308,Paris Nugroho,(0751) 477 9688,1,"Gg. Moch. Ramdan No. 439
Kota Administrasi Jakarta Timur, Jambi 30898"
309,Juli Kuswandari,+62-079-943-6559,7,"Jl. R.E Martadinata No. 1
Semarang, Sumatera Selatan 32026"
310,Tasdik Latupono,+62 (900) 522 7252,8,"Gg. BKR No. 61
Palu, Riau 18162"
311,Bakiadi Zulaika,+62 (076) 405 9044,3,"Gg. Jend. A. Yani No. 5
Padangpanjang, NT 94572"
312,"Faizah Sinaga, M.Kom.",+62 (45) 802-7998,3,"Jalan H.J Maemunah No. 680
Kendari, YO 31091"
313,"Umaya Purwanti, S.Psi",+62-001-304-8299,3,"Gg. Laswi No. 549
Mataram, ST 63308"
314,Harjaya Prastuti,(022) 094-3162,5,"Jl. Cikutra Barat No. 881
Metro, Sulawesi Tenggara 73273"
315,Naradi Kusmawati,+62-091-655-1416,6,"Gang BKR No. 21
Binjai, Gorontalo 49230"
316,Laswi Wacana,+62-086-100-0177,1,"Gg. Pacuan Kuda No. 089
Kotamobagu, Maluku Utara 30635"
317,Farah Hastuti,+62 (52) 868-6092,10,"Jalan R.E Martadinata No. 48
Bontang, Maluku 59954"
318,Dina Usamah,(0985) 289 4235,10,"Gang Kutisari Selatan No. 856
Salatiga, Sumatera Selatan 03808"
319,Muhammad Tampubolon,+62-06-503-9862,2,"Gang Ciumbuleuit No. 48
Sibolga, Kalimantan Tengah 45366"
320,"Fitriani Wahyuni, S.Kom",(0595) 129 1007,1,"Jalan Ir. H. Djuanda No. 9
Batu, YO 33116"
321,Utama Uyainah,0860047295,4,"Gang HOS. Cokroaminoto No. 13
Bekasi, MU 15546"
322,Vanya Tarihoran,+62 (450) 731 4945,5,"Jl. Rawamangun No. 73
Bontang, Jawa Barat 76415"
323,Putri Handayani,(0348) 840-3795,9,"Jalan Otto Iskandardinata No. 424
Bukittinggi, Kalimantan Utara 93827"
324,Zelda Maheswara,+62-701-549-2298,7,"Jl. Raya Setiabudhi No. 9
Palopo, MU 29022"
325,"Ir. Paris Laksmiwati, S.Sos",+62 (043) 010 4787,1,"Gg. HOS. Cokroaminoto No. 372
Balikpapan, Jawa Tengah 42151"
326,"R. Dalimin Gunawan, S.Ked",(065) 298-7119,4,"Jalan Setiabudhi No. 3
Surakarta, Sulawesi Tengah 73567"
327,Nasim Dongoran,(071) 856 1632,7,"Gg. Monginsidi No. 32
Sibolga, Aceh 80301"
328,Drs. Simon Nainggolan,+62 (044) 593 8623,5,"Jalan Cikutra Timur No. 52
Serang, Nusa Tenggara Barat 00863"
329,Candrakanta Susanti,+62 (032) 259 3577,6,"Gang Tubagus Ismail No. 8
Tidore Kepulauan, LA 61722"
330,R. Farah Samosir,+62 (145) 259-0707,2,"Jl. Tebet Barat Dalam No. 21
Batam, Aceh 35237"
331,H. Cahya Tamba,+62 (954) 954 6961,9,"Jl. H.J Maemunah No. 40
Pekalongan, KU 57319"
332,Galih Wasita,(0704) 291 5071,4,"Gang K.H. Wahid Hasyim No. 88
Pekalongan, SU 36555"
333,Aisyah Latupono,+62 (881) 824 5167,9,"Jl. Kendalsari No. 8
Sibolga, RI 52347"
334,Lintang Marpaung,(017) 410 6639,9,"Jl. Cihampelas No. 51
Yogyakarta, JK 97328"
335,Cornelia Riyanti,+62 (0276) 132 5324,3,"Gg. Stasiun Wonokromo No. 23
Ternate, Papua 50525"
336,Tantri Uwais,0841548120,10,"Gang Setiabudhi No. 65
Medan, Jambi 60462"
337,Titi Palastri,(0293) 928 3213,3,"Gang Sadang Serang No. 1
Samarinda, Maluku Utara 45135"
338,R.A. Gilda Hutasoit,089 057 2825,5,"Jalan Kapten Muslihat No. 5
Pekanbaru, MA 18332"
339,"R.M. Jayadi Dabukke, S.Ked",+62 (267) 236-4470,1,"Gang H.J Maemunah No. 2
Palangkaraya, BB 47291"
340,"Belinda Wibowo, S.Ked",+62-46-796-7786,7,"Gg. Soekarno Hatta No. 917
Samarinda, Sulawesi Tenggara 17413"
341,"R. Kalim Mardhiyah, S.T.",+62 (58) 004 3935,8,"Jalan PHH. Mustofa No. 359
Sabang, Sulawesi Barat 55432"
342,"Drs. Upik Novitasari, S.H.",0876188052,7,"Gg. Sukajadi No. 486
Purwokerto, BT 67467"
343,Cut Diah Wijayanti,(0840) 622 2580,7,"Gg. HOS. Cokroaminoto No. 0
Palopo, Kalimantan Selatan 33582"
344,"Jumari Pudjiastuti, M.Kom.",082 878 4881,10,"Jalan Ciumbuleuit No. 63
Samarinda, Kepulauan Riau 60546"
345,Novi Maulana,+62 (312) 668-3211,1,"Jalan Cihampelas No. 79
Tanjungpinang, Kepulauan Riau 22095"
346,Ika Uyainah,(094) 193 4698,4,"Jalan Stasiun Wonokromo No. 640
Metro, KT 43763"
347,Enteng Setiawan,+62-0301-796-1956,10,"Gg. Cempaka No. 47
Prabumulih, JK 22235"
348,Baktiadi Pratiwi,+62-82-446-6690,4,"Gang Sukabumi No. 414
Sorong, Jawa Timur 84964"
349,"Agnes Firmansyah, S.Pt",(022) 396-7087,7,"Gg. Soekarno Hatta No. 8
Ternate, GO 32846"
350,"Jagaraga Utami, M.Pd",089 242 1923,7,"Gg. R.E Martadinata No. 329
Batam, JI 56402"
351,Kenes Melani,+62 (703) 103 7120,5,"Gg. Kutisari Selatan No. 7
Lhokseumawe, Bengkulu 66755"
352,"Jane Saragih, S.Gz",+62-0608-573-1103,7,"Jalan Erlangga No. 8
Payakumbuh, Kalimantan Selatan 76200"
353,Luis Megantara,+62 (037) 239 3590,3,"Jl. Sadang Serang No. 59
Sabang, SG 20834"
354,"Tgk. Victoria Nasyiah, S.Farm",+62-0874-029-9553,2,"Gang Pasteur No. 97
Payakumbuh, Gorontalo 53282"
355,R.M. Wardi Waluyo,+62 (04) 035-0606,2,"Gg. Pasir Koja No. 1
Jambi, Bali 24786"
356,Queen Zulkarnain,+62 (0289) 813-3069,9,"Jalan Yos Sudarso No. 426
Prabumulih, Sulawesi Tenggara 57563"
357,"Emin Maryati, S.Gz",+62 (0733) 353 9218,8,"Gg. Moch. Ramdan No. 4
Depok, Riau 92755"
358,drg. Melinda Kuswandari,(0255) 714-9292,10,"Jalan Moch. Toha No. 834
Ambon, KU 88621"
359,Bancar Hastuti,+62 (061) 716-1145,3,"Gang Ahmad Yani No. 02
Tasikmalaya, Kalimantan Barat 32897"
360,"R.A. Nadia Lestari, S.Psi",(074) 345-5146,5,"Jl. Cihampelas No. 195
Pasuruan, Sulawesi Barat 92089"
361,R. Irma Prasasta,+62 (03) 302 9651,5,"Jalan Waringin No. 4
Dumai, Sulawesi Utara 97282"
362,"Ir. Rahmi Nasyidah, S.H.",+62-079-981-4760,4,"Gang Ciwastra No. 5
Kupang, JA 68896"
363,Gasti Budiman,(059) 819-3263,2,"Gg. Yos Sudarso No. 1
Gorontalo, Jambi 20554"
364,Jono Anggriawan,+62-360-714-3182,1,"Gg. Kapten Muslihat No. 037
Purwokerto, SR 05511"
365,Umi Laksmiwati,+62-97-296-2445,8,"Gg. Medokan Ayu No. 175
Kupang, Kalimantan Barat 45811"
366,Gantar Januar,+62 (83) 341-0567,4,"Gang Jayawijaya No. 69
Pariaman, Kalimantan Barat 69045"
367,Puti Yunita Sihombing,+62-0078-104-2998,3,"Gg. Ciwastra No. 163
Sungai Penuh, JB 74639"
368,"Ir. Teddy Lazuardi, M.Farm",+62 (0362) 954-3309,1,"Gang Stasiun Wonokromo No. 058
Palangkaraya, Bengkulu 10142"
369,Gasti Sihotang,+62 (0005) 418 1977,4,"Jl. Ciumbuleuit No. 4
Tebingtinggi, Jawa Tengah 62894"
370,Among Maryati,+62-0045-884-2585,5,"Jalan Sukabumi No. 834
Manado, SG 98221"
371,Hasim Mardhiyah,+62 (94) 232-6247,6,"Gg. BKR No. 2
Pekalongan, KS 23610"
372,Sutan Wardi Ardianto,+62 (002) 719-5219,1,"Jl. Kutisari Selatan No. 25
Gorontalo, LA 21473"
373,Wakiman Waluyo,+62 (0989) 326 5141,5,"Gg. Kapten Muslihat No. 16
Cirebon, Bengkulu 63007"
374,Jelita Nababan,(099) 011-1585,3,"Gang Ciumbuleuit No. 259
Kota Administrasi Jakarta Barat, Sumatera Barat 64173"
375,"Almira Wastuti, S.I.Kom",(0783) 014-7833,5,"Jl. Moch. Toha No. 1
Bitung, Lampung 14691"
376,Budi Nainggolan,+62 (80) 434 1343,9,"Jl. Jakarta No. 454
Tanjungpinang, Bali 92649"
377,Nyoman Suwarno,+62 (92) 717-9517,1,"Gang K.H. Wahid Hasyim No. 818
Cirebon, JB 61957"
378,"Rika Maulana, S.Sos",+62 (0079) 010-5448,3,"Gg. Yos Sudarso No. 59
Binjai, BA 90805"
379,"Tgk. Legawa Hassanah, S.Pd",0809202503,9,"Jl. Raya Setiabudhi No. 2
Singkawang, Nusa Tenggara Barat 83396"
380,Kacung Siregar,+62-15-041-6255,6,"Gang Pacuan Kuda No. 38
Cirebon, Sulawesi Barat 32518"
381,Irma Hutagalung,+62 (0164) 825 9765,6,"Jalan Kendalsari No. 9
Cilegon, BE 68269"
382,"Limar Marpaung, S.Pt",+62 (0686) 080 9178,8,"Gg. Raya Setiabudhi No. 1
Tomohon, BT 34500"
383,Dr. Hairyanto Suwarno,(094) 783-1313,2,"Jl. Raya Ujungberung No. 814
Subulussalam, LA 83580"
384,Patricia Napitupulu,+62 (0262) 024 4292,1,"Gg. Bangka Raya No. 1
Parepare, Jambi 09252"
385,Jarwadi Pratiwi,+62-38-814-1852,7,"Gg. Antapani Lama No. 253
Tanjungpinang, KT 60478"
386,Prabowo Safitri,+62-0409-770-1617,5,"Jl. Cikutra Timur No. 143
Bitung, Bali 04947"
387,Dr. Dalima Hartati,(084) 051-7298,3,"Jl. Jend. A. Yani No. 79
Tomohon, JB 88546"
388,Putri Hutasoit,(014) 424-6788,10,"Gg. Gegerkalong Hilir No. 20
Mojokerto, MA 99576"
389,Hj. Elma Pranowo,(0896) 254-6327,3,"Gg. Laswi No. 168
Mojokerto, Kalimantan Tengah 62057"
390,"Ana Hasanah, S.IP",+62 (0306) 319-7999,3,"Gg. Jakarta No. 244
Batam, KB 49977"
391,"Irfan Wahyudin, S.Pd",+62-364-088-2216,6,"Jalan Jend. A. Yani No. 96
Kendari, Kalimantan Utara 70988"
392,Safina Prasetya,+62 (004) 016-8983,8,"Gg. Ciwastra No. 261
Lubuklinggau, JK 23502"
393,Bahuwirya Sitompul,(0189) 930-1879,5,"Jalan BKR No. 500
Pematangsiantar, Kalimantan Timur 84134"
394,Wadi Pratama,+62 (002) 832 2191,6,"Gang Moch. Ramdan No. 01
Gorontalo, YO 16356"
395,Puji Mustofa,(055) 389 2411,8,"Gang Astana Anyar No. 39
Medan, Jawa Tengah 66884"
396,Hilda Tarihoran,+62 (0564) 262 4199,1,"Jl. Pacuan Kuda No. 1
Surabaya, Kalimantan Timur 42189"
397,Viktor Sudiati,+62 (74) 619-7840,6,"Gang Jamika No. 657
Bekasi, Jambi 94681"
398,"Wulan Nainggolan, S.IP",0815923462,3,"Gang Pasirkoja No. 1
Bitung, KB 09685"
399,"dr. Nalar Lailasari, M.Pd",(012) 818 7626,6,"Gg. M.T Haryono No. 0
Bandar Lampung, AC 22711"
400,"Galar Wahyuni, S.Sos",0829757781,7,"Jl. Suniaraja No. 220
Payakumbuh, SR 70339"
401,drg. Patricia Siregar,(0720) 748-7580,5,"Gang Pasteur No. 09
Palopo, SN 14269"
402,"Dr. Heru Simbolon, M.TI.",(076) 679-5406,2,"Gang Kebonjati No. 954
Pekanbaru, Gorontalo 00869"
403,Arsipatra Utama,(0768) 914-2812,4,"Jl. Cihampelas No. 89
Tanjungpinang, Kepulauan Bangka Belitung 27696"
404,Erik Adriansyah,+62 (0105) 736 1863,6,"Gg. Lembong No. 271
Banda Aceh, Kepulauan Bangka Belitung 20342"
405,Mulya Novitasari,+62-021-258-4729,1,"Jalan Kiaracondong No. 623
Samarinda, SN 53048"
406,"Drs. Baktiadi Prayoga, S.I.Kom",+62 (065) 564-9681,5,"Gang Moch. Toha No. 0
Cimahi, BE 64041"
407,Cindy Sudiati,+62-942-315-4602,9,"Gg. Dipatiukur No. 616
Mojokerto, NB 67602"
408,Vera Pangestu,+62 (024) 310 8644,4,"Jalan Kapten Muslihat No. 36
Kediri, Nusa Tenggara Barat 96532"
409,"Harjo Prayoga, S.Farm",+62-0509-605-2545,8,"Gang Raya Setiabudhi No. 82
Tual, ST 55413"
410,Latika Suryatmi,+62 (093) 280 7542,4,"Jalan Yos Sudarso No. 8
Pekalongan, Sumatera Selatan 82254"
411,Vera Safitri,+62 (0795) 600-9468,5,"Jalan KH Amin Jasuta No. 125
Tidore Kepulauan, PB 58522"
412,"Dt. Galak Hakim, S.E.I",(082) 698-6488,9,"Jalan Dipenogoro No. 4
Singkawang, SS 55846"
413,Bahuwirya Melani,+62 (0823) 281 6936,3,"Gang S. Parman No. 43
Sorong, SN 41466"
414,Tina Haryanti,(0847) 751-1584,7,"Gang Asia Afrika No. 4
Bitung, Kepulauan Bangka Belitung 69528"
415,T. Hardana Anggraini,(095) 659-4400,7,"Gang Ahmad Dahlan No. 265
Cilegon, SN 46506"
416,Kalim Lestari,+62 (832) 485-1232,2,"Gg. Dipatiukur No. 7
Palu, Jawa Barat 65187"
417,Fitriani Puspita,0817528242,6,"Jl. Kebonjati No. 5
Langsa, DKI Jakarta 58571"
418,"Hj. Fathonah Halim, S.Pd",+62-07-135-5090,2,"Gang Monginsidi No. 16
Parepare, KB 46814"
419,"Tgk. Hamima Utama, S.Kom",(068) 377-3140,8,"Jl. Soekarno Hatta No. 6
Palangkaraya, Papua 95883"
420,"R.M. Sakti Hakim, M.Kom.",+62-0679-237-8268,6,"Gang Ronggowarsito No. 418
Samarinda, Kalimantan Barat 50557"
421,"Tgk. Umar Prayoga, S.Sos",+62 (073) 030-9770,2,"Gang Surapati No. 58
Ternate, KT 57525"
422,Wani Puspasari,(025) 954-6089,8,"Jalan Monginsidi No. 66
Madiun, ST 34375"
423,"Yani Winarsih, S.Psi",+62-85-142-6631,8,"Jalan Suniaraja No. 0
Kendari, Jawa Tengah 78600"
424,Oni Winarno,+62 (009) 019 2140,2,"Jalan K.H. Wahid Hasyim No. 50
Kotamobagu, Sulawesi Selatan 07541"
425,Hari Wastuti,+62-29-249-0775,9,"Gg. Gedebage Selatan No. 23
Palu, Lampung 81337"
426,Drs. Silvia Tamba,+62-0008-073-9911,7,"Jl. S. Parman No. 445
Tangerang, DKI Jakarta 88860"
427,Fathonah Ramadan,+62-0582-471-8105,6,"Jalan Pasir Koja No. 692
Bau-Bau, Sumatera Selatan 69093"
428,Joko Prabowo,+62-23-603-1403,1,"Jl. Rawamangun No. 2
Sabang, NT 27659"
429,"Baktiadi Rajata, S.T.",+62 (39) 992 5582,5,"Gg. Jayawijaya No. 9
Tasikmalaya, Banten 82090"
430,Bambang Prastuti,+62 (44) 297 6785,10,"Jl. Ahmad Yani No. 281
Banjar, Sumatera Barat 15815"
431,"Siti Firmansyah, S.Farm",(0810) 227 2788,6,"Jl. Rawamangun No. 758
Pariaman, Kalimantan Selatan 04409"
432,Qori Wibowo,(0793) 653 2086,10,"Jl. Otto Iskandardinata No. 5
Salatiga, Kepulauan Riau 05362"
433,Raisa Purwanti,(075) 975-4347,2,"Jalan Kendalsari No. 7
Singkawang, LA 67982"
434,Tami Marpaung,+62-62-687-4588,1,"Jl. Pasteur No. 66
Subulussalam, PA 69363"
435,Sabri Wahyudin,+62 (0373) 214 8147,4,"Jalan Setiabudhi No. 70
Surabaya, Jawa Barat 09475"
436,Drs. Carla Maulana,088 624 5913,6,"Jalan Gardujati No. 9
Banjarmasin, KR 69825"
437,"dr. Jail Anggriawan, M.Pd",(042) 210 1636,10,"Jl. Cikutra Barat No. 017
Pontianak, Papua 64525"
438,Eman Novitasari,+62 (064) 237 5429,5,"Jalan Pasirkoja No. 3
Pasuruan, LA 60201"
439,Galuh Damanik,(0529) 047-1976,5,"Jl. Peta No. 8
Pematangsiantar, JI 05963"
440,Kasiyah Januar,+62-292-388-2964,1,"Gang Ciwastra No. 49
Palu, BE 02314"
441,H. Gading Mahendra,+62 (0362) 435 4346,8,"Jalan Cikapayang No. 710
Sawahlunto, Banten 09444"
442,"Hesti Jailani, S.Kom",+62-0195-384-9974,4,"Jalan Joyoboyo No. 74
Bima, Papua 86440"
443,Fitriani Suryono,+62-606-652-0304,1,"Gang Soekarno Hatta No. 8
Bandung, YO 57508"
444,Balangga Santoso,(0661) 855 3346,10,"Jalan PHH. Mustofa No. 1
Metro, Papua Barat 00241"
445,Kamaria Budiman,+62 (0749) 095-2183,6,"Jalan Cihampelas No. 675
Bitung, KT 39575"
446,Putu Mardhiyah,+62 (598) 684-5413,4,"Gang Suryakencana No. 474
Prabumulih, NB 22917"
447,Hesti Laksmiwati,+62 (029) 858 9432,1,"Jalan Rajawali Timur No. 82
Batam, Jambi 39133"
448,"Irwan Sihombing, S.I.Kom",0887499949,3,"Gang Medokan Ayu No. 323
Sungai Penuh, NB 56762"
449,"Hj. Novi Uyainah, M.Kom.",+62-452-676-9215,3,"Jalan Waringin No. 589
Kotamobagu, Sulawesi Utara 41404"
450,T. Imam Sihotang,0827735423,10,"Jalan R.E Martadinata No. 774
Dumai, JI 30706"
451,Setya Hassanah,+62 (766) 973-9158,2,"Gg. HOS. Cokroaminoto No. 12
Pontianak, Sulawesi Barat 37362"
452,"Makuta Pradipta, S.Gz",(0869) 046-8509,9,"Gg. Rajiman No. 494
Kota Administrasi Jakarta Selatan, KU 03504"
453,Unjani Sitompul,(0786) 939-6865,3,"Jl. Medokan Ayu No. 3
Banjarmasin, Banten 49580"
454,"Dt. Labuh Tarihoran, S.E.",+62 (027) 818-8904,6,"Gg. Setiabudhi No. 182
Tanjungpinang, NB 47482"
455,Asmuni Maheswara,+62-915-947-5134,2,"Jalan Jamika No. 8
Palangkaraya, BB 98116"
456,"dr. Wasis Suartini, M.Pd",+62 (943) 354 6001,8,"Gang Pacuan Kuda No. 977
Bima, JK 25327"
457,Elma Wacana,+62-0159-393-1304,6,"Gang Dr. Djunjunan No. 5
Kota Administrasi Jakarta Timur, SR 66085"
458,Aswani Najmudin,+62 (056) 491 3434,2,"Gang Siliwangi No. 529
Bima, Sumatera Barat 20908"
459,Ir. Murti Hastuti,+62 (0566) 086-1862,9,"Gg. PHH. Mustofa No. 07
Malang, Sulawesi Selatan 41029"
